tmdb_id,title,genres,worldwide_revenue_usd,predicted_revenue_usd,absolute_error_usd
790462,I.S.S.,Science Fiction; Thriller,6605079.0,6965019.590864651,359940.5908646509
586353,The Master and Margarita,Fantasy; Drama,28013812.0,9901428.396916639,18112383.60308336
1019939,Hundreds of Beavers,Comedy; Adventure; Action,1267995.0,694649.4503074262,573345.5496925738
1719529,i guess it's over,,1.0,235.70484952173166,234.70484952173166
848538,Argylle,Action; Adventure; Comedy,96221061.0,48333206.22453619,47887854.77546381
1045770,Daaaaaalí!,Comedy; Fantasy; Drama,3.0,4374875.417271296,4374872.417271296
993784,Lisa Frankenstein,Horror; Comedy; Romance,9927714.0,3149196.875824955,6778517.124175046
914206,The Beast,Science Fiction; Drama; Romance,760979.0,5545175.8696095245,4784196.8696095245
969492,Land of Bad,Action; War; Thriller,7021101.0,3613586.0732806986,3407514.9267193014
1228891,Pegasus 2,Drama; Comedy; Adventure,466862668.0,148386644.6187796,318476023.3812204
802219,Bob Marley: One Love,Music; History; Drama,180828556.0,44481310.34675145,136347245.65324855
634492,Madame Web,Action; Fantasy,100498764.0,82389775.30701658,18108988.69298342
1012201,HAIKYU!! The Dumpster Battle,Animation; Comedy,100255784.0,46745576.97473424,53510207.02526576
869291,Cuckoo,Horror; Mystery; Thriller,6680396.0,4410361.7472904045,2270034.2527095955
598387,The Tiger's Apprentice,Animation; Family; Fantasy,762183.0,14583226.007582411,13821043.007582411
618588,Arthur the King,Adventure; Drama,40829138.0,4555064.64640487,36274073.35359513
957304,Drive-Away Dolls,Comedy; Crime,7935363.0,9074648.451444471,1139285.4514444713
974036,Ordinary Angels,Drama,20571534.0,7471836.937646692,13099697.06235331
975773,Wicked Little Letters,Comedy; Drama; Mystery,27219729.0,6414617.960432825,20805111.039567176
693134,Dune: Part Two,Science Fiction; Adventure,714844358.0,507192381.2889709,207651976.7110291
1011985,Kung Fu Panda 4,Action; Adventure; Animation; Comedy; Family; Fantasy,548040835.0,327241320.6851307,220799514.31486928
1125311,Imaginary,Horror; Mystery,43778760.0,19138271.519010995,24640488.480989005
763215,Damsel,Fantasy; Action; Adventure,5000.0,45915107.74663453,45910107.74663453
948549,Love Lies Bleeding,Crime; Romance; Thriller,12778225.0,6260049.403421998,6518175.596578002
1037113,Snack Shack,Comedy; Drama,455708.0,13220235.750918675,12764527.750918675
1760208,Sucesso aqui vou eu! Short Clip,Drama; Comedy; Family; Music,200.0,168.3789181959839,31.621081804016086
967847,Ghostbusters: Frozen Empire,Fantasy; Adventure; Comedy,201967521.0,250830241.3196126,48862720.31961259
1041613,Immaculate,Horror; Mystery; Thriller,35340015.0,8026352.402996646,27313662.597003356
1079485,Winnie-the-Pooh: Blood and Honey 2,Horror; Thriller,7582541.0,792859.5868150817,6789681.413184918
823464,Godzilla x Kong: The New Empire,Action; Adventure; Science Fiction,571750016.0,380385117.43527985,191364898.56472015
560016,Monkey Man,Thriller; Crime; Action,35271631.0,16436121.38663403,18835509.61336597
437342,The First Omen,Horror,53992802.0,25867128.914393466,28125673.085606534
1103621,How to Make Millions Before Grandma Dies,Drama,73800000.0,10196908.042508386,63603091.957491614
929590,Civil War,War; Action; Drama,126542249.0,16422669.13226436,110119579.86773564
588648,Dragonkeeper,Animation; Family; Action; Adventure; Fantasy,6206231.0,5242808.965360562,963422.0346394377
998846,Back to Black,Music; History; Drama,51001975.0,10980766.074970705,40021208.92502929
1111873,Abigail,Horror; Thriller; Comedy,43015969.0,11924801.39164827,31091167.60835173
937287,Challengers,Drama; Romance,94182533.0,35805334.48283689,58377198.51716311
799583,The Ministry of Ungentlemanly Warfare,Action; Comedy; War,29768915.0,38025342.42770521,8256427.427705213
1152014,A Little Something Extra,Comedy; Family,84058132.0,4336796.456540295,79721335.5434597
746036,The Fall Guy,Action; Comedy; Romance,181073291.0,67771534.6777475,113301756.3222525
882059,Boy Kills World,Crime; Thriller; Action,3139717.0,7265163.744551427,4125446.7445514267
1115009,Unsung Hero,Drama; Music; Family,21220422.0,8001877.172358308,13218544.827641692
748783,The Garfield Movie,Adventure; Animation; Comedy; Family,254907482.0,65726412.10122166,189181069.89877835
719221,Tarot,Horror,49256239.0,6011905.518708043,43244333.48129196
923667,Twilight of the Warriors: Walled In,Action; Crime; Thriller,95399186.0,66424733.680195,28974452.319805004
858017,I Saw the TV Glow,Drama; Horror,5407916.0,8751929.345765777,3344013.345765777
639720,IF,Comedy; Fantasy; Family,190309707.0,78026227.80122887,112283479.19877113
653346,Kingdom of the Planet of the Apes,Science Fiction; Adventure; Action,397378150.0,372724875.1961345,24653274.803865492
1010600,The Strangers: Chapter 1,Horror; Thriller,48166448.0,13273883.075650845,34892564.92434916
974635,Hit Man,Comedy; Romance; Crime,5101673.0,6362936.491456891,1261263.4914568914
786892,Furiosa: A Mad Max Saga,Action; Science Fiction; Adventure,174287546.0,364398073.2652956,190110527.26529562
646683,The Exorcism,Horror; Thriller,12610418.0,6327954.03287101,6282463.96712899
1029955,Kinds of Kindness,Comedy; Drama,16398509.0,10178339.544407371,6220169.455592629
1214509,In a Violent Nature,Horror; Thriller,4258197.0,770150.15890874,3488046.84109126
774531,Young Woman and the Sea,History; Drama,581725.0,27557890.933440313,26976165.933440313
573435,Bad Boys: Ride or Die,Action; Comedy; Crime,404547819.0,250786772.4070869,153761046.5929131
1086747,The Watchers,Fantasy; Horror; Mystery,51147812.0,11824044.228198076,39323767.771801926
1022789,Inside Out 2,Animation; Adventure; Comedy; Family,1698863816.0,588094291.9761833,1110769524.0238166
1008409,The Bikeriders,Crime; Drama,36110860.0,15174791.635280466,20936068.364719532
519182,Despicable Me 4,Animation; Comedy; Action; Science Fiction; Family,972021410.0,442489173.0498386,529532236.9501614
1051891,Thelma,Action; Adventure; Comedy,12537071.0,2379529.9075026657,10157541.092497334
801688,Kalki 2898-AD,Drama; Action; Fantasy; Science Fiction,141000000.0,149337260.48382637,8337260.483826369
762441,A Quiet Place: Day One,Horror; Science Fiction; Thriller,261907653.0,47017469.41246389,214890183.5875361
932086,Horizon: An American Saga - Chapter 1,Western; Drama,38735702.0,61945086.75838869,23209384.75838869
1084736,The Count of Monte Cristo,Adventure; Action; Drama,75360860.0,14465267.716376962,60895592.28362304
1160018,Kill,Action; Crime; Thriller; Drama,5600000.0,7872514.679605647,2272514.679605647
1023922,MaXXXine,Horror,22057160.0,61822421.408216074,39765261.408216074
1730955,Kangmas,Drama,1000.0,240.26335025058137,759.7366497494186
1226578,Longlegs,Crime; Horror; Mystery,127961936.0,5430273.984326367,122531662.01567364
956842,Fly Me to the Moon,Romance; Comedy,42260534.0,43319170.655018575,1058636.6550185755
718821,Twisters,Action; Thriller,372262265.0,429852382.32100165,57590117.32100165
726139,Project Silence,Thriller; Action; Horror; Science Fiction; Adventure,6283415.0,16919197.623223025,10635782.623223025
1155828,Sing Sing,Drama,3401789.0,2715291.305898866,686497.6941011338
533535,Deadpool & Wolverine,Action; Comedy; Science Fiction,1338073645.0,643084916.497624,694988728.502376
1032823,Trap,Crime; Horror; Thriller,83677281.0,15412102.885483747,68265178.11451626
826510,Harold and the Purple Crayon,Family; Comedy; Adventure; Fantasy,32227855.0,26371249.95607717,5856605.04392283
870360,The Day the Earth Blew Up: A Looney Tunes Movie,Family; Comedy; Adventure; Animation; Science Fiction,15076954.0,10467497.158402303,4609456.841597697
365177,Borderlands,Action; Science Fiction; Comedy,33017367.0,156954010.35295242,123936643.35295242
1079091,It Ends with Us,Drama; Romance,351441044.0,40520953.21462494,310920090.78537506
945961,Alien: Romulus,Horror; Science Fiction,350865342.0,253705710.38971606,97159631.61028394
1064028,Subservience,Horror; Science Fiction; Thriller,262793.0,5823374.519191207,5560581.519191207
974950,Emilia Pérez,Drama; Thriller,16317120.0,7087867.657137909,9229252.342862092
840705,Blink Twice,Horror; Mystery; Thriller,46393906.0,1901875.4231115864,44492030.57688841
957452,The Crow,Action; Fantasy; Horror,24109036.0,14079557.537679644,10029478.462320356
1029281,Strange Darling,Horror; Thriller,4853595.0,2087509.4275637143,2766085.5724362857
1186532,The Forge,Drama; Family,40392664.0,20477328.04427444,19915335.95572556
970347,The Killer,Action; Thriller; Crime,318618.0,13097048.939420959,12778430.939420959
1062215,Afraid,Horror; Science Fiction; Thriller,12977758.0,17159379.30748059,4181621.3074805886
1087822,Hellboy: The Crooked Man,Fantasy; Horror; Action,2014050.0,13278018.731939966,11263968.731939966
823219,Flow,Adventure; Animation; Family; Fantasy,17660107.0,1460091.6577226776,16200015.342277322
917496,Beetlejuice Beetlejuice,Comedy; Fantasy,452000435.0,227563837.31004572,224436597.68995428
933260,The Substance,Horror; Science Fiction,77316812.0,12869945.208830183,64446866.791169815
1114513,Speak No Evil,Horror; Thriller,77239314.0,18333770.853663117,58905543.14633688
698687,Transformers One,Animation; Science Fiction; Adventure; Family,129408392.0,53838178.11054678,75570213.88945322
507241,The Killer's Game,Action; Comedy; Thriller,5928351.0,11455860.625949614,5527509.625949614
1184918,The Wild Robot,Family; Animation; Science Fiction; Adventure,331982078.0,318483544.3177729,13498533.682227075
947891,My Old Ass,Drama; Comedy,5705895.0,3217030.920689356,2488864.079310644
1383086,EL TELÉFONO 2,Horror; Thriller; Adventure; Mystery,1.0,96.99331934448973,95.99331934448973
1278263,The Seed of the Sacred Fig,Drama; Thriller; Crime,6501810.0,2047446.6236883677,4454363.376311632
814889,Never Let Go,Horror,21760713.0,13228155.69042251,8532557.30957749
1167271,Weekend in Taipei,Action; Adventure; Thriller,2826064.0,9340927.468879165,6514863.468879165
1000837,I'm Still Here,Drama; History,36361572.0,3009402.002583757,33352169.997416243
976576,Emmanuelle,Drama; Romance,712413.0,5645241.548167142,4932828.548167142
592831,Megalopolis,Science Fiction; Drama; Fantasy,14387154.0,35964040.60836544,21576886.60836544
811941,Devara: Part 1,Action; Drama,54216867.0,38728547.871747784,15488319.128252216
1029235,Azrael,Action; Horror; Thriller,631272.0,4662652.898518619,4031380.898518619
1120911,Saturday Night,Comedy; Drama,10055029.0,16641908.65859907,6586879.658599069
1160956,Panda Plan,Action; Comedy,42238170.0,21596779.50375378,20641390.49624622
831815,Saving Bikini Bottom: The Sandy Cheeks Movie,Family; Comedy; Adventure; Animation,100000000.0,55265680.9164063,44734319.0835937
889737,Joker: Folie à Deux,Drama; Crime; Thriller,207500287.0,667415250.017814,459914963.01781404
1088514,The Room Next Door,Drama; Comedy,21519488.0,9019200.209219351,12500287.790780649
1034541,Terrifier 3,Horror,90322103.0,4282304.2092629345,86039798.79073706
1182047,The Apprentice,History; Drama; Comedy,17271613.0,6441644.519942583,10829968.480057418
1100099,We Live in Time,Romance; Drama,37182814.0,7142267.180515466,30040546.819484532
1236419,Piece by Piece,Animation; Music; Documentary,10722792.0,11962060.356101086,1239268.3561010864
1064213,Anora,Drama; Comedy; Romance,56286295.0,11210384.049969835,45075910.95003016
959604,Beating Hearts,Romance; Crime; Drama,36010728.0,12239130.844453387,23771597.155546613
402431,Wicked,Drama; Romance; Fantasy,763963597.0,294623129.6807994,469340467.3192006
1100782,Smile 2,Horror; Mystery,138128854.0,72222285.26212415,65906568.73787585
1064486,Memoir of a Snail,Animation; Comedy; Drama,7.0,620759.6877853108,620752.6877853108
912649,Venom: The Last Dance,Science Fiction; Action; Adventure,478937618.0,420516670.47341365,58420947.526586354
1002155,Monsieur Aznavour,History; Music; Drama,16.0,10332406.78251791,10332390.78251791
1109255,Parthenope,Drama,10361110.0,5593696.057282521,4767413.942717479
974576,Conclave,Drama; Thriller,115657988.0,10740995.825114066,104916992.17488593
1400635,Corrosion,Drama,400.0,186.63228113903494,213.36771886096506
1106739,Juror #2,Drama; Thriller,21418477.0,14534174.808120621,6884302.191879379
940139,Here,Drama,15397270.0,15774819.139677426,377549.13967742585
1138194,Heretic,Thriller; Horror,51913394.0,5477312.243715761,46436081.75628424
974453,Absolution,Action; Crime; Thriller; Mystery,3854594.0,7588586.020638228,3733992.0206382284
845781,Red One,Action; Adventure; Comedy; Fantasy,185700759.0,51547627.195547186,134153131.8044528
927342,Amaran,Action; Drama; Adventure; War,39200000.0,4144953.640195816,35055046.35980418
1102493,Small Things Like These,Drama,12534032.0,3939583.0521609136,8594448.947839087
756397,Hitpig!,Animation; Comedy; Adventure; Family,2345398.0,13528467.849081205,11183069.849081205
1013850,A Real Pain,Comedy; Drama,24856027.0,2487944.475164276,22368082.524835724
1035048,Elevation,Action; Science Fiction; Thriller,3300000.0,5609647.759765796,2309647.7597657964
516729,Paddington in Peru,Adventure; Comedy; Family,211000000.0,86133568.51789103,124866431.48210897
558449,Gladiator II,Action; Adventure; Drama,462180717.0,571287466.962205,109106749.96220505
1241982,Moana 2,Adventure; Animation; Comedy; Family; Fantasy,1059242164.0,500783085.9185303,558459078.0814698
1059128,Queer,Drama; Romance,5450715.0,13253223.848556815,7802508.848556815
1000866,The Marching Band,Comedy; Drama; Music,26252618.0,4205782.452901774,22046835.547098227
975511,The Return,History; Drama; Adventure,3300444.0,5816853.213091083,2516409.213091083
1082195,The Order,Crime; Drama; Thriller,1970445.0,11465035.72517919,9494590.72517919
839033,The Lord of the Rings: The War of the Rohirrim,Animation; Fantasy; Adventure; Action,20658572.0,16674679.033637473,3983892.9663625266
1094274,Y2K,Science Fiction; Horror; Comedy,4481473.0,9140889.600327307,4659416.600327307
799766,Better Man,Music; Drama,22549151.0,58435182.11598263,35886031.11598263
728949,Nightbitch,Comedy; Horror,170737.0,10170805.523418648,10000068.523418648
1128650,The Prosecutor,Action; Drama; Crime; Thriller,128093757.0,15315365.662532087,112778391.33746791
539972,Kraven the Hunter,Action; Adventure; Thriller,62076533.0,202642672.59534577,140566139.59534577
1028196,Nickel Boys,Drama; History,3016380.0,10354496.56267215,7338116.562672149
1235499,The Last Showgirl,Drama,6380079.0,2921553.3782782205,3458525.6217217795
1719538,THE_CAR_MEET,,5.0,61.334342571680594,56.334342571680594
762509,Mufasa: The Lion King,Adventure; Family; Animation,722631756.0,771125512.3747871,48493756.37478709
939243,Sonic the Hedgehog 3,Action; Science Fiction; Comedy; Family,492162604.0,352064804.2652471,140097799.7347529
549509,The Brutalist,Drama,50145227.0,3910144.402257552,46235082.597742446
661539,A Complete Unknown,Drama; Music,140508652.0,35028580.94285365,105480071.05714634
1097549,Babygirl,Romance; Thriller,60934894.0,5798965.455864649,55135928.54413535
426063,Nosferatu,Horror; Fantasy,181805645.0,20914135.840330467,160891509.15966952
1278101,Big World,Drama; Family,109500000.0,17203423.13593819,92296576.8640618
1064307,Spermageddon,Animation; Adventure; Fantasy; Comedy,1333332.0,1274432.3575628602,58899.64243713976
