tmdb_id,title,genres,worldwide_revenue_usd,predicted_revenue_usd,absolute_error_usd,release_year,budget_usd,prediction_lower_usd,prediction_upper_usd,blockbuster_probability,blockbuster_actual,blockbuster_predicted,signed_error_usd,revenue_band
743814,Serve the People,Drama,547758.0,1497553.4163931725,949795.4163931723,2022,,0.0,154455349.2933137,0.0210401291130113,0,0,949795.4163931723,Regular (<$250M)
801071,The Jack in the Box: Awakening,Horror,1147001.0,1932226.464900499,785225.464900499,2022,,0.0,154890022.34182104,0.021083507447797,0,0,785225.464900499,Regular (<$250M)
799876,The Outfit,Crime; Drama; Thriller; Mystery,4032313.0,10404936.557297057,6372623.557297055,2022,5000000.0,0.0,163362732.4342176,0.020802882925697,0,0,6372623.557297057,Regular (<$250M)
414906,The Batman,Crime; Mystery; Thriller,772775278.0,415312354.92258906,357462923.07741094,2022,185000000.0,262354559.0456685,568270150.7995096,0.5605283833770093,1,1,-357462923.07741094,Blockbuster (>$400M)
517302,Hatching,Horror; Fantasy,508000.0,1769106.770022245,1261106.770022245,2022,3896000.0,0.0,154726902.6469428,0.020802882925697,0,0,1261106.770022245,Regular (<$250M)
585378,After Yang,Science Fiction; Drama,131465.0,1715878.6637441956,1584413.6637441956,2022,,0.0,154673674.54066473,0.020867055873419,0,0,1584413.6637441956,Regular (<$250M)
876797,The Last 10 Years,Drama; Romance,22500000.0,14207989.480308814,8292010.519691186,2022,,0.0,167165785.35722935,0.0210985789296134,0,0,-8292010.519691186,Regular (<$250M)
508947,Turning Red,Animation; Family; Comedy; Fantasy,21813358.0,126207936.57551935,104394578.57551935,2022,175000000.0,0.0,279165732.4524399,0.1114278939772394,0,1,104394578.57551935,Regular (<$250M)
628900,The Contractor,Action; Thriller,2122288.0,1394574.6396194422,727713.3603805578,2022,,0.0,154352370.51654,0.020802882925697,0,0,-727713.3603805578,Regular (<$250M)
763285,Ambulance,Thriller; Action; Drama; Crime,52303589.0,36523104.95919213,15780484.040807871,2022,40000000.0,0.0,189480900.83611268,0.0209634791233748,0,0,-15780484.040807871,Regular (<$250M)
629542,The Bad Guys,Action; Adventure; Animation; Comedy; Crime; Family,250162278.0,311675297.40664953,61513019.40664953,2022,80000000.0,158717501.52972898,464633093.28357005,0.0730228736461477,0,1,61513019.40664953,High Grossing ($250M-$400M)
760104,X,Horror,14745049.0,3366517.210288083,11378531.789711917,2022,1000000.0,0.0,156324313.08720863,0.0208870178610218,0,0,-11378531.789711917,Regular (<$250M)
833339,Speak No Evil (2022),Horror; Thriller; Drama,631249.0,1736894.4388294888,1105645.4388294888,2022,3200000.0,0.0,154694690.31575003,0.020802882925697,0,0,1105645.4388294888,Regular (<$250M)
864370,Incantation,Horror,5700000.0,1638677.4063782736,4061322.593621726,2022,,0.0,154596473.28329882,0.0226266983306822,0,0,-4061322.593621726,Regular (<$250M)
752623,The Lost City,Action; Adventure; Comedy,192907684.0,23928042.457586948,168979641.54241306,2022,74000000.0,0.0,176885838.3345075,0.0266377171835351,0,0,-168979641.54241306,Regular (<$250M)
545611,Everything Everywhere All at Once,Action; Adventure; Science Fiction,139200000.0,10883605.42828424,128316394.57171576,2022,25000000.0,0.0,163841401.30520478,0.0210933587920451,0,0,-128316394.57171576,Regular (<$250M)
579974,RRR,Action; History; Drama,160000000.0,17884097.695377793,142115902.3046222,2022,69000000.0,0.0,170841893.57229835,0.0271843348209878,0,0,-142115902.3046222,Regular (<$250M)
629015,Shut In (2022),Thriller; Horror,304106.0,434536.2577464074,130430.2577464074,2022,,0.0,153392332.13466695,0.0208357868848886,0,0,130430.2577464074,Regular (<$250M)
526896,Morbius,Action; Science Fiction; Fantasy,167635712.0,112384088.72698252,55251623.273017466,2022,75000000.0,0.0,265341884.60390308,0.0426053827629855,0,0,-55251623.27301748,Regular (<$250M)
675353,Sonic the Hedgehog 2,Action; Adventure; Family; Comedy,405421518.0,315941479.410222,89480038.589778,2022,110000000.0,162983683.53330144,468899275.2871425,0.0588625606116211,1,0,-89480038.589778,Blockbuster (>$400M)
771077,Rise,Comedy; Drama; Family,11196824.0,4608630.438349016,6588193.561650984,2022,7780000.0,0.0,157566426.31526956,0.0208282620888054,0,0,-6588193.561650984,Regular (<$250M)
338953,Fantastic Beasts: The Secrets of Dumbledore,Fantasy; Adventure,407200000.0,609757432.0571774,202557432.05717745,2022,200000000.0,456799636.1802568,762715227.934098,0.6380364913212222,1,1,202557432.05717745,Blockbuster (>$400M)
639933,The Northman,Action; Adventure; Fantasy,69633110.0,45538053.868317865,24095056.131682135,2022,70000000.0,0.0,198495849.7452384,0.0250170579505129,0,0,-24095056.131682135,Regular (<$250M)
809140,Father Stu,Drama,21591034.0,1651061.901231742,19939972.098768257,2022,4000000.0,0.0,154608857.7781523,0.0209588768283183,0,0,-19939972.098768257,Regular (<$250M)
587412,K.G.F: Chapter 2,Action; Thriller; Adventure; Crime,90410749.0,39907485.18330628,50503263.81669372,2022,13000000.0,0.0,192865281.06022683,0.0214436628542541,0,0,-50503263.81669372,Regular (<$250M)
648579,The Unbearable Weight of Massive Talent,Action; Comedy; Crime,29116320.0,9738588.761548037,19377731.238451965,2022,30000000.0,0.0,162696384.6384686,0.020802882925697,0,0,-19377731.238451965,Regular (<$250M)
820446,Downton Abbey: A New Era,Drama; Romance,92651384.0,93698960.95663384,1047576.956633836,2022,40000000.0,0.0,246656756.8335544,0.0216485810674205,0,0,1047576.956633836,Regular (<$250M)
818397,Memory,Action; Thriller; Crime,13900000.0,15983459.853138084,2083459.8531380836,2022,30000000.0,0.0,168941255.73005864,0.020802882925697,0,0,2083459.8531380836,Regular (<$250M)
966220,Sniper: The White Raven,War; Action; Drama,881.0,2200006.947499843,2199125.947499843,2022,1000000.0,0.0,155157802.8244204,0.0208759404888276,0,0,2199125.947499843,Regular (<$250M)
453395,Doctor Strange in the Multiverse of Madness,Fantasy; Action; Adventure,955775804.0,707994779.8247312,247781024.17526877,2022,295400000.0,555036983.9478106,860952575.7016518,0.7660119155756383,1,1,-247781024.17526877,Blockbuster (>$400M)
532710,Firestarter,Horror; Science Fiction; Thriller,15039250.0,11869362.49866057,3169887.50133943,2022,12000000.0,0.0,164827158.37558112,0.020802882925697,0,0,-3169887.50133943,Regular (<$250M)
916405,The Quiet Girl,Drama,6.0,954.4373338596153,948.4373338596153,2022,1.0,0.0,152958750.3142544,0.020802882925697,0,0,948.4373338596153,Regular (<$250M)
961484,Last Seen Alive,Action; Thriller,5950199.0,675966.2373976733,5274232.762602326,2022,,0.0,153633762.11431822,0.020802882925697,0,0,-5274232.762602326,Regular (<$250M)
634429,Shin Ultraman,Action; Science Fiction,34441594.0,30688424.508394223,3753169.4916057736,2022,5500000.0,0.0,183646220.38531476,0.0209114624188262,0,0,-3753169.4916057778,Regular (<$250M)
960258,Shark Bait,Horror; Thriller; Action; Adventure,1824152.0,7053212.231247565,5229060.231247565,2022,5000000.0,0.0,160011008.10816813,0.0208282620888054,0,0,5229060.231247565,Regular (<$250M)
619803,The Roundup,Action; Crime; Thriller,101166707.0,20551051.72553594,80615655.27446406,2022,7600000.0,0.0,173508847.60245648,0.0212238409550277,0,0,-80615655.27446406,Regular (<$250M)
852438,Final Cut,Horror; Comedy,2046233.0,6297838.11079259,4251605.11079259,2022,4300000.0,0.0,159255633.98771313,0.0208282620888054,0,0,4251605.11079259,Regular (<$250M)
420821,Chip 'n Dale: Rescue Rangers,Animation; Family; Comedy; Adventure; Mystery,623190.0,79031587.9291851,78408397.9291851,2022,70000000.0,0.0,231989383.80610567,0.0252561158821675,0,0,78408397.9291851,Regular (<$250M)
780609,Men,Horror; Thriller; Fantasy,11152071.0,8150508.456423944,3001562.543576056,2022,6500000.0,0.0,161108304.3333445,0.0208282620888054,0,0,-3001562.543576056,Regular (<$250M)
820067,The Quintessential Quintuplets Movie,Animation; Comedy; Romance,3670507.0,18242575.031286683,14572068.031286685,2022,,0.0,171200370.90820724,0.0219062204268373,0,0,14572068.031286685,Regular (<$250M)
836202,Brother and Sister,Drama,369419.0,4663031.678963491,4293612.678963491,2022,4800000.0,0.0,157620827.55588403,0.020802882925697,0,0,4293612.678963491,Regular (<$250M)
361743,Top Gun: Maverick,Action; Drama,1488732821.0,429079982.4704016,1059652838.5295984,2022,170000000.0,276122186.59348106,582037778.3473222,0.4288578814193425,1,1,-1059652838.5295984,Blockbuster (>$400M)
819876,Crimes of the Future,Science Fiction; Horror; Thriller,4551565.0,9540650.656274453,4989085.656274451,2022,27000000.0,0.0,162498446.533195,0.020802882925697,0,0,4989085.656274453,Regular (<$250M)
504827,The Bob's Burgers Movie,Animation; Comedy; Crime; Mystery,34148750.0,19214951.85043349,14933798.149566509,2022,38000000.0,0.0,172172747.72735405,0.0212142810139121,0,0,-14933798.149566509,Regular (<$250M)
507086,Jurassic World Dominion,Adventure; Science Fiction; Thriller; Action,1004004592.0,777863777.0945998,226140814.90540016,2022,658800000.0,624905981.2176793,930821572.9715204,0.5561086740185527,1,1,-226140814.90540016,Blockbuster (>$400M)
807356,Watcher,Horror; Mystery; Thriller,3621656.0,4411111.793051516,789455.7930515157,2022,5000000.0,0.0,157368907.66997206,0.020802882925697,0,0,789455.7930515157,Regular (<$250M)
983507,Good Boy,Horror; Thriller,51876.0,4238.500381599943,47637.499618400056,2022,8500.0,0.0,152962034.37730214,0.020802882925697,0,0,-47637.499618400056,Regular (<$250M)
736732,Broker,Drama,18632208.0,13782008.517380662,4850199.482619338,2022,7800000.0,0.0,166739804.3943012,0.0209915197978345,0,0,-4850199.482619338,Regular (<$250M)
610150,Dragon Ball Super: Super Hero,Animation; Science Fiction; Action,86600000.0,14352661.54023862,72247338.45976138,2022,,0.0,167310457.41715917,0.0216155946107869,0,0,-72247338.45976138,Regular (<$250M)
615173,The Witch: Part 2. The Other One,Action; Mystery; Thriller; Science Fiction,23068596.0,19792830.39264178,3275765.607358221,2022,,0.0,172750626.26956233,0.0215838908053896,0,0,-3275765.607358221,Regular (<$250M)
718789,Lightyear,Animation; Science Fiction; Family; Adventure,226425420.0,114758817.62008294,111666602.37991706,2022,200000000.0,0.0,267716613.4970035,0.0906968762402065,0,1,-111666602.37991706,Regular (<$250M)
735697,Incredible But True,Comedy; Fantasy; Mystery,2329813.0,1782700.7770129256,547112.2229870744,2022,4340000.0,0.0,154740496.65393347,0.020802882925697,0,0,-547112.2229870744,Regular (<$250M)
756999,The Black Phone,Horror; Thriller,161441914.0,56946967.317994885,104494946.6820051,2022,16000000.0,0.0,209904763.19491544,0.0211850224204485,0,0,-104494946.6820051,Regular (<$250M)
758330,"Good Luck to You, Leo Grande",Romance; Drama,7589829.0,598357.9257677926,6991471.074232208,2022,,0.0,153556153.80268833,0.020802882925697,0,0,-6991471.074232208,Regular (<$250M)
614934,Elvis,Music; History; Drama,288670284.0,95979146.9231572,192691137.0768428,2022,85000000.0,0.0,248936942.80007777,0.4385313872667702,0,1,-192691137.0768428,High Grossing ($250M-$400M)
869626,Marcel the Shell with Shoes On,Animation; Comedy; Drama; Family; Fantasy,6909209.0,6832806.9024568675,76402.09754313249,2022,6000000.0,0.0,159790602.77937743,0.0211132470254078,0,0,-76402.09754313249,Regular (<$250M)
438148,Minions: The Rise of Gru,Animation; Comedy; Science Fiction; Crime; Family,940203765.0,381032704.4974525,559171060.5025475,2022,85000000.0,228074908.6205319,533990500.37437296,0.3855332466707151,1,1,-559171060.5025475,Blockbuster (>$400M)
705996,Decision to Leave,Thriller; Mystery; Romance,16914773.0,6364656.557267041,10550116.44273296,2022,,0.0,159322452.4341876,0.021132290070586,0,0,-10550116.44273296,Regular (<$250M)
616037,Thor: Love and Thunder,Fantasy; Action; Comedy,760928081.0,733509470.9536734,27418610.046326637,2022,250000000.0,580551675.0767528,886467266.830594,0.784213661213835,1,1,-27418610.046326637,Blockbuster (>$400M)
913823,Fire of Love,Documentary,1695072.0,1270888.622415298,424183.3775847021,2022,,0.0,154228684.49933586,0.020802882925697,0,0,-424183.3775847021,Regular (<$250M)
725201,The Gray Man,Action; Thriller,454023.0,95349142.840803,94895119.840803,2022,200000000.0,0.0,248306938.71772355,0.0359022243088424,0,0,94895119.840803,Regular (<$250M)
889699,Holy Spider,Thriller; Drama; Crime,1252637.0,2847389.59894507,1594752.59894507,2022,,0.0,155805185.47586563,0.020802882925697,0,0,1594752.59894507,Regular (<$250M)
925102,The Night of the 12th,Crime; Mystery; Drama,3467232.0,2584276.9585647406,882955.0414352594,2022,,0.0,155542072.83548528,0.0208282620888054,0,0,-882955.0414352594,Regular (<$250M)
938008,The Killer (2022),Action; Crime; Thriller,595112.0,2944443.3585843374,2349331.3585843374,2022,,0.0,155902239.2355049,0.0208954192525184,0,0,2349331.3585843374,Regular (<$250M)
366672,Paws of Fury: The Legend of Hank,Animation; Adventure; Comedy; Family; Action,42500000.0,13845143.679703074,28654856.32029693,2022,45000000.0,0.0,166802939.55662364,0.0212142810139121,0,0,-28654856.32029693,Regular (<$250M)
682507,Where the Crawdads Sing,Drama; Mystery; Romance,144353965.0,5861293.946624484,138492671.0533755,2022,24000000.0,0.0,158819089.82354504,0.0209588768283183,0,0,-138492671.0533755,Regular (<$250M)
754609,Mrs. Harris Goes to Paris,Drama; Comedy; History,31179316.0,1720458.4936253836,29458857.506374616,2022,,0.0,154678254.37054592,0.020802882925697,0,0,-29458857.506374616,Regular (<$250M)
982752,American Carnage,Mystery; Thriller; Comedy; Horror,116699.0,1100586.1979320906,983887.1979320906,2022,,0.0,154058382.07485265,0.020802882925697,0,0,983887.1979320906,Regular (<$250M)
601796,Alienoid,Science Fiction; Action; Fantasy; Adventure,12109608.0,23146917.704173453,11037309.704173451,2022,24500000.0,0.0,176104713.581094,0.0214764093057896,0,0,11037309.704173451,Regular (<$250M)
762504,Nope,Horror; Science Fiction; Thriller,171932082.0,61718471.83010984,110213610.16989017,2022,68000000.0,0.0,214676267.7070304,0.0239373919744779,0,0,-110213610.16989017,Regular (<$250M)
848685,The Beasts,Thriller; Drama,10238603.0,2964533.1423372924,7274069.857662708,2022,3900000.0,0.0,155922329.01925784,0.0210401291130113,0,0,-7274069.857662708,Regular (<$250M)
539681,DC League of Super-Pets,Family; Comedy; Adventure; Animation; Science Fiction; Action,203000000.0,38778733.16416357,164221266.83583644,2022,90000000.0,0.0,191736529.0410841,0.0294579466598392,0,0,-164221266.83583644,Regular (<$250M)
760161,Orphan: First Kill,Horror; Thriller,9572765.0,8622459.226678787,950305.7733212132,2022,10000000.0,0.0,161580255.10359934,0.0208870178610218,0,0,-950305.7733212132,Regular (<$250M)
683340,Vengeance,Comedy; Mystery; Thriller,4225720.0,3606242.0190670984,619477.9809329016,2022,,0.0,156564037.89598766,0.0208178805256418,0,0,-619477.9809329016,Regular (<$250M)
925786,Satan's Slaves 2: Communion,Horror; Mystery,14342131.0,4710808.709412221,9631322.29058778,2022,1000000.0,0.0,157668604.58633277,0.0211808077281013,0,0,-9631322.29058778,Regular (<$250M)
626872,Emergency Declaration,Action; Drama; Thriller,19200000.0,29796912.004766226,10596912.004766226,2022,18052672.0,0.0,182754707.8816868,0.021132290070586,0,0,10596912.004766226,Regular (<$250M)
718930,Bullet Train,Action; Comedy; Thriller,239268602.0,81753991.55928615,157514610.44071385,2022,90000000.0,0.0,234711787.4362067,0.0299963674967499,0,0,-157514610.44071385,Regular (<$250M)
518896,Warriors of Future,Drama; Action; Science Fiction,100730000.0,3826250.040133805,96903749.9598662,2022,,0.0,156784045.91705436,0.0227389596332585,0,0,-96903749.9598662,Regular (<$250M)
520023,Bodies Bodies Bodies,Comedy; Mystery; Horror,13929670.0,4932077.3943741545,8997592.605625845,2022,3000000.0,0.0,157889873.2712947,0.0208439566180736,0,0,-8997592.605625845,Regular (<$250M)
900667,One Piece Film Red,Animation; Adventure; Action; Fantasy; Music,171315305.0,35645831.96047547,135669473.03952453,2022,,0.0,188603627.83739603,0.0216499477891591,0,0,-135669473.03952453,Regular (<$250M)
727340,Hunt,Action; Mystery; Drama,25994.0,22042062.11605656,22016068.11605656,2022,17000000.0,0.0,174999857.9929771,0.0209915197978345,0,0,22016068.11605656,Regular (<$250M)
760741,Beast,Action; Adventure; Horror; Thriller; Drama,56000000.0,29796827.33776797,26203172.66223203,2022,36000000.0,0.0,182754623.2146885,0.0210382854682337,0,0,-26203172.66223203,Regular (<$250M)
985939,Fall,Thriller,17363261.0,2306571.0855704187,15056689.91442958,2022,3000000.0,0.0,155264366.96249098,0.0208870178610218,0,0,-15056689.91442958,Regular (<$250M)
862965,Emily the Criminal,Crime; Drama; Thriller,2157673.0,1018866.81367832,1138806.18632168,2022,2000000.0,0.0,153976662.69059888,0.020802882925697,0,0,-1138806.18632168,Regular (<$250M)
976720,Vesper,Science Fiction; Drama; Adventure; Fantasy,889529.0,759628.634964156,129900.36503584404,2022,,0.0,153717424.51188472,0.020802882925697,0,0,-129900.36503584404,Regular (<$250M)
844075,New Gods: Yang Jian,Animation; Adventure; Fantasy; Comedy,70826303.0,15734997.89108929,55091305.10891071,2022,,0.0,168692793.76800984,0.0340063164263738,0,0,-55091305.10891071,Regular (<$250M)
556694,Three Thousand Years of Longing,Drama; Fantasy; Romance,20300000.0,36546550.76237784,16246550.762377836,2022,60000000.0,0.0,189504346.6392984,0.0220189888650129,0,0,16246550.762377843,Regular (<$250M)
676701,Tad the Lost Explorer and the Emerald Tablet,Animation; Adventure; Family; Comedy; Fantasy,32800000.0,19466882.676191512,13333117.323808488,2022,11983950.0,0.0,172424678.55311206,0.0212295641192717,0,0,-13333117.323808488,Regular (<$250M)
744276,After Ever Happy,Romance; Drama,19238073.0,23825537.74879691,4587464.74879691,2022,14000000.0,0.0,176783333.62571746,0.021145774006574,0,0,4587464.74879691,Regular (<$250M)
830788,The Invitation (2022),Horror; Thriller,33628000.0,22815629.270284276,10812370.729715724,2022,10000000.0,0.0,175773425.14720482,0.0212046003220373,0,0,-10812370.729715724,Regular (<$250M)
629176,Samaritan,Science Fiction; Crime; Action,75000000.0,267296091.15217367,192296091.15217367,2022,100000000.0,114338295.27525312,420253887.0290942,0.0380136735317454,0,0,192296091.15217367,Regular (<$250M)
551271,Medieval,Action; Drama; History,4311284.0,4768227.677641045,456943.6776410453,2022,23000000.0,0.0,157726023.5545616,0.0209588768283183,0,0,456943.6776410453,Regular (<$250M)
800939,Ticket to Paradise,Drama; Comedy; Romance,168800000.0,11222696.3624165,157577303.6375835,2022,20000000.0,0.0,164180492.23933706,0.0207705974957438,0,0,-157577303.6375835,Regular (<$250M)
828613,About Fate,Romance; Comedy,504843.0,852494.9056537433,347651.9056537433,2022,,0.0,153810290.7825743,0.020802882925697,0,0,347651.9056537433,Regular (<$250M)
913290,Barbarian,Horror; Mystery; Thriller,45400000.0,3975920.247372089,41424079.75262791,2022,4500000.0,0.0,156933716.12429264,0.020802882925697,0,0,-41424079.75262791,Regular (<$250M)
766475,See How They Run,Mystery; Comedy; Crime,21921551.0,23178093.422302037,1256542.4223020377,2022,40000000.0,0.0,176135889.2992226,0.0209576652455065,0,0,1256542.4223020377,Regular (<$250M)
788734,Sick of Myself,Comedy; Horror,1051375.0,1801536.782134749,750161.782134749,2022,,0.0,154759332.6590553,0.0208439566180736,0,0,750161.782134749,Regular (<$250M)
840326,Sisu,Action; War; Thriller,14281199.0,3167084.0889818035,11114114.911018196,2022,6600000.0,0.0,156124879.96590236,0.0208870178610218,0,0,-11114114.911018196,Regular (<$250M)
916192,"The Tunnel to Summer, the Exit of Goodbyes",Animation; Drama; Romance; Fantasy; Science Fiction,872000.0,7980302.010038034,7108302.010038034,2022,,0.0,160938097.8869586,0.0211704003333857,0,0,7108302.010038034,Regular (<$250M)
717728,Jeepers Creepers: Reborn,Horror,6175213.0,2177445.279000542,3997767.720999458,2022,5000000.0,0.0,155135241.1559211,0.020802882925697,0,0,-3997767.720999458,Regular (<$250M)
724495,The Woman King,Action; Drama; History; War,97562514.0,20884804.697153497,76677709.3028465,2022,50000000.0,0.0,173842600.57407403,0.02123558899794,0,0,-76677709.3028465,Regular (<$250M)
724665,"Confess, Fletch",Comedy; Mystery; Crime,500000.0,1366748.868257142,866748.8682571419,2022,20000000.0,0.0,154324544.7451777,0.020825323946338,0,0,866748.8682571419,Regular (<$250M)
910371,Hell Dogs,Action; Crime; Drama; Mystery; Thriller,3744712.0,8934299.134946043,5189587.134946043,2022,,0.0,161892095.0118666,0.021132290070586,0,0,5189587.134946043,Regular (<$250M)
949423,Pearl,Horror,9847490.0,6179270.716988683,3668219.2830113177,2022,1000000.0,0.0,159137066.59390923,0.0209610928611344,0,0,-3668219.2830113177,Regular (<$250M)
497828,Triangle of Sadness,Comedy; Drama,24733572.0,5946851.004849911,18786720.99515009,2022,15600000.0,0.0,158904646.88177046,0.0210401291130113,0,0,-18786720.99515009,Regular (<$250M)
619730,Don't Worry Darling,Thriller; Science Fiction; Mystery,86700000.0,20372877.35169158,66327122.64830842,2022,35000000.0,0.0,173330673.22861212,0.0213087508936593,0,0,-66327122.64830842,Regular (<$250M)
799379,Project Wolf Hunting,Action; Thriller; Horror; Crime,20541.0,11418769.207663674,11398228.207663674,2022,9000000.0,0.0,164376565.08458424,0.0209915197978345,0,0,11398228.207663674,Regular (<$250M)
882598,Smile,Horror; Mystery,217408513.0,79097995.50844653,138310517.4915535,2022,17000000.0,0.0,232055791.3853671,0.0212040636455847,0,0,-138310517.4915535,Regular (<$250M)
664469,Amsterdam,Mystery; Comedy; Drama,31245810.0,56349007.832041815,25103197.832041815,2022,80000000.0,0.0,209306803.7089624,0.0314953639176812,0,0,25103197.832041815,Regular (<$250M)
338947,Hellraiser,Horror; Thriller,10303.0,19768157.100527216,19757854.100527216,2022,14000000.0,0.0,172725952.97744778,0.0208439566180736,0,0,19757854.100527216,Regular (<$250M)
522925,Dalíland,History; Drama,497933.0,1071911.6013398538,573978.6013398538,2022,,0.0,154029707.4782604,0.0208282620888054,0,0,573978.6013398538,Regular (<$250M)
714888,Argentina 1985,Drama; History; Crime,58424000.0,1578520.9788114012,56845479.0211886,2022,20000000.0,0.0,154536316.85573196,0.0210401291130113,0,0,-56845479.0211886,Regular (<$250M)
614939,Bros,Comedy; Romance,14781779.0,18058995.586049445,3277216.586049445,2022,22000000.0,0.0,171016791.46297,0.0208178805256418,0,0,3277216.586049445,Regular (<$250M)
785398,EO,Drama; Adventure,1068353.0,358631.6308143243,709721.3691856756,2022,,0.0,153316427.50773486,0.020802882925697,0,0,-709721.3691856756,Regular (<$250M)
947507,Just Super,Animation; Family; Fantasy,2013434.0,948612.2867278256,1064821.7132721744,2022,3800000.0,0.0,153906408.16364837,0.0210231015883665,0,0,-1064821.7132721744,Regular (<$250M)
823951,November,Crime; Drama; Thriller,18114769.0,2253980.4681298626,15860788.531870138,2022,17700000.0,0.0,155211776.34505042,0.020802882925697,0,0,-15860788.531870138,Regular (<$250M)
663712,Terrifier 2,Horror,15815602.0,607102.1307728655,15208499.869227134,2022,250000.0,0.0,153564898.0076934,0.0211068813219183,0,0,-15208499.869227134,Regular (<$250M)
848791,The Stranger,Thriller; Crime; Drama,149441.0,2613420.935519843,2463979.935519843,2022,,0.0,155571216.8124404,0.020802882925697,0,0,2463979.935519843,Regular (<$250M)
